sku,nombre,precio,stock,categoria,descripcion,imagenUrl
SKU-29598,Producto 29598,295980.50,98,Herramientas,Descripción del producto 29598,https://cdn.example.com/img/29598.jpg
SKU-29599,Producto 29599,295990.50,99,Mascotas,Descripción del producto 29599,https://cdn.example.com/img/29599.jpg
SKU-29600,Producto 29600,296000.50,abc,Electrónica,Descripción del producto 29600,https://cdn.example.com/img/29600.jpg
SKU-29601,,296010.50,101,Hogar,Descripción del producto 29601,https://cdn.example.com/img/29601.jpg
SKU-29602,Producto 29602,296020.50,-102,Ropa,Descripción del producto 29602,https://cdn.example.com/img/29602.jpg
,Producto 29603,296030.50,103,Deportes,Descripción del producto 29603,https://cdn.example.com/img/29603.jpg
SKU-29604,Producto 29604,296040.50,104,Juguetes,Descripción del producto 29604,https://cdn.example.com/img/29604.jpg
SKU-29605,Producto 29605,no-es-un-numero,105,Libros,Descripción del producto 29605,https://cdn.example.com/img/29605.jpg
SKU-29606,Producto 29606,296060.50,106,Alimentos,Descripción del producto 29606,https://cdn.example.com/img/29606.jpg
SKU-29607,Producto 29607,296070.50,107,Belleza,Descripción del producto 29607,https://cdn.example.com/img/29607.jpg
SKU-29608,Producto 29608,296080.50,108,Herramientas,Descripción del producto 29608,https://cdn.example.com/img/29608.jpg
SKU-29581,Producto 29609,296090.50,109,Mascotas,Descripción del producto 29609,https://cdn.example.com/img/29609.jpg
,Producto 29610,296100.50,110,Electrónica,Descripción del producto 29610,https://cdn.example.com/img/29610.jpg
SKU-29611,Producto 29611,296110.50,111,Hogar,Descripción del producto 29611,https://cdn.example.com/img/29611.jpg
SKU-29612,,296120.50,112,Ropa,Descripción del producto 29612,https://cdn.example.com/img/29612.jpg
SKU-29613,Producto 29613,296130.50,113,Deportes,Descripción del producto 29613,https://cdn.example.com/img/29613.jpg
SKU-29614,Producto 29614,-296140.50,114,Juguetes,Descripción del producto 29614,https://cdn.example.com/img/29614.jpg
SKU-29615,Producto 29615,296150.50,115,Libros,Descripción del producto 29615,https://cdn.example.com/img/29615.jpg
SKU-29616,Producto 29616,296160.50,116,Alimentos,Descripción del producto 29616,https://cdn.example.com/img/29616.jpg
,Producto 29617,296170.50,117,Belleza,Descripción del producto 29617,https://cdn.example.com/img/29617.jpg
SKU-29618,Producto 29618,296180.123456,118,Herramientas,Descripción del producto 29618,https://cdn.example.com/img/29618.jpg
SKU-29619,Producto 29619,296190.50,119,Mascotas,Descripción del producto 29619,https://cdn.example.com/img/29619.jpg
SKU-29620,Producto 29620,296200.50,120,Electrónica,Descripción del producto 29620,https://cdn.example.com/img/29620.jpg
SKU-29621,Producto 29621,296210.50,-121,Hogar,Descripción del producto 29621,https://cdn.example.com/img/29621.jpg
SKU-29622,Producto 29622,296220.50,122,Ropa,Descripción del producto 29622,https://cdn.example.com/img/29622.jpg
SKU-29623,,296230.50,123,Deportes,Descripción del producto 29623,https://cdn.example.com/img/29623.jpg
,Producto 29624,296240.50,124,Juguetes,Descripción del producto 29624,https://cdn.example.com/img/29624.jpg
SKU-29625,Producto 29625,296250.50,125,Libros,Descripción del producto 29625,https://cdn.example.com/img/29625.jpg
SKU-29626,Producto 29626,296260.50,126,Alimentos,Descripción del producto 29626,https://cdn.example.com/img/29626.jpg
SKU-29627,Producto 29627,-296270.50,127,Belleza,Descripción del producto 29627,https://cdn.example.com/img/29627.jpg
SKU-29628,Producto 29628,296280.50,128,Herramientas,Descripción del producto 29628,https://cdn.example.com/img/29628.jpg
SKU-29629,Producto 29629,296290.50,129,Mascotas,Descripción del producto 29629,https://cdn.example.com/img/29629.jpg
SKU-29630,Producto 29630,296300.50,130,Electrónica,Descripción del producto 29630,https://cdn.example.com/img/29630.jpg
,Producto 29631,296310.50,131,Hogar,Descripción del producto 29631,https://cdn.example.com/img/29631.jpg
SKU-29632,Producto 29632,296320.50,132,Ropa,Descripción del producto 29632,https://cdn.example.com/img/29632.jpg
SKU-29633,Producto 29633,296330.50,133,Deportes,Descripción del producto 29633,https://cdn.example.com/img/29633.jpg
SKU-29634,,296340.50,134,Juguetes,Descripción del producto 29634,https://cdn.example.com/img/29634.jpg
SKU-29635,Producto 29635,296350.50,135,Libros,Descripción del producto 29635,https://cdn.example.com/img/29635.jpg
SKU-29636,Producto 29636,no-es-un-numero,136,Alimentos,Descripción del producto 29636,https://cdn.example.com/img/29636.jpg
SKU-29637,Producto 29637,296370.50,abc,Belleza,Descripción del producto 29637,https://cdn.example.com/img/29637.jpg
,Producto 29638,296380.50,138,Herramientas,Descripción del producto 29638,https://cdn.example.com/img/29638.jpg
SKU-29639,Producto 29639,296390.50,139,Mascotas,Descripción del producto 29639,https://cdn.example.com/img/29639.jpg
SKU-29640,Producto 29640,-296400.50,140,Electrónica,Descripción del producto 29640,https://cdn.example.com/img/29640.jpg
SKU-29641,Producto 29641,296410.50,141,Hogar,Descripción del producto 29641,https://cdn.example.com/img/29641.jpg
SKU-29642,Producto 29642,296420.50,142,Ropa,Descripción del producto 29642,https://cdn.example.com/img/29642.jpg
SKU-29643,Producto 29643,296430.50,143,Deportes,Descripción del producto 29643,no-es-una-url
SKU-29644,Producto 29644,296440.50,144,Juguetes,Descripción del producto 29644,https://cdn.example.com/img/29644.jpg
,Producto 29645,296450.50,145,Libros,Descripción del producto 29645,https://cdn.example.com/img/29645.jpg
SKU-29646,Producto 29646,296460.50,146,Alimentos,,https://cdn.example.com/img/29646.jpg
SKU-29647,Producto 29647,296470.50,147,,Descripción del producto 29647,https://cdn.example.com/img/29647.jpg
SKU-29648,Producto 29648,296480.50,148.75,Herramientas,Descripción del producto 29648,https://cdn.example.com/img/29648.jpg
SKU-29649,Producto 29649,296490.50,149,Mascotas,Descripción del producto 29649,https://cdn.example.com/img/29649.jpg
SKU-29650,Producto 29650,296500.50,150,Electrónica,Descripción del producto 29650,https://cdn.example.com/img/29650.jpg
SKU-29651,Producto 29651,296510.50,151,Hogar,Descripción del producto 29651,https://cdn.example.com/img/29651.jpg
,Producto 29652,296520.50,152,Ropa,Descripción del producto 29652,https://cdn.example.com/img/29652.jpg
SKU-29653,Producto 29653,-296530.50,153,Deportes,Descripción del producto 29653,https://cdn.example.com/img/29653.jpg
SKU-29654,Producto 29654,296540.50,154,Juguetes,Descripción del producto 29654,https://cdn.example.com/img/29654.jpg
SKU-29655,Producto 29655,296550.50,155,Libros,Descripción del producto 29655,https://cdn.example.com/img/29655.jpg
SKU-29656,,296560.50,156,Alimentos,Descripción del producto 29656,https://cdn.example.com/img/29656.jpg
sku-29657,Producto 29657,296570.50,157,Belleza,Descripción del producto 29657,https://cdn.example.com/img/29657.jpg
SKU-29658,Producto 29658,296580.50,158,Herramientas,Descripción del producto 29658,https://cdn.example.com/img/29658.jpg
,Producto 29659,296590.50,159,Mascotas,Descripción del producto 29659,https://cdn.example.com/img/29659.jpg
SKU-29660,Producto 29660,296600.50,160,Electrónica,Descripción del producto 29660,https://cdn.example.com/img/29660.jpg
SKU-29661,Producto 29661,296610.50,161,Hogar,Descripción del producto 29661,https://cdn.example.com/img/29661.jpg
SKU-29662,Producto 29662,296620.50,162,Ropa,Descripción del producto 29662,https://cdn.example.com/img/29662.jpg
SKU-29663,Producto 29663,296630.50,163,Deportes,Descripción del producto 29663,https://cdn.example.com/img/29663.jpg
SKU-29664,Producto 29664,296640.50,164,Juguetes,Descripción del producto 29664,https://cdn.example.com/img/29664.jpg
SKU-29665,Producto 29665,296650.50,165.75,Libros,Descripción del producto 29665,https://cdn.example.com/img/29665.jpg
,Producto 29666,296660.50,166,Alimentos,Descripción del producto 29666,https://cdn.example.com/img/29666.jpg
SKU-29667,,296670.50,167,Belleza,Descripción del producto 29667,https://cdn.example.com/img/29667.jpg
SKU-29668,Producto 29668,296680.50,168,Herramientas,Descripción del producto 29668,https://cdn.example.com/img/29668.jpg
SKU-29669,Producto 29669,296690.50,169,Mascotas,Descripción del producto 29669,https://cdn.example.com/img/29669.jpg
SKU-29670,Producto 29670,296700.50,170,,Descripción del producto 29670,https://cdn.example.com/img/29670.jpg
SKU-29671,Producto 29671,296710.50,171,Hogar,Descripción del producto 29671,https://cdn.example.com/img/29671.jpg
SKU-29672,Producto 29672,296720.50,172,Ropa,Descripción del producto 29672,https://cdn.example.com/img/29672.jpg
,Producto 29673,296730.50,173,Deportes,Descripción del producto 29673,https://cdn.example.com/img/29673.jpg
SKU-29674,Producto 29674,296740.50,abc,Juguetes,Descripción del producto 29674,https://cdn.example.com/img/29674.jpg
SKU-29675,Producto 29675,296750.50,175,Libros,Descripción del producto 29675,https://cdn.example.com/img/29675.jpg
SKU-29676,Producto 29676,296760.50,176,Alimentos,Descripción del producto 29676,https://cdn.example.com/img/29676.jpg
SKU-29677,Producto 29677,296770.123456,177,Belleza,Descripción del producto 29677,https://cdn.example.com/img/29677.jpg
SKU-29678,,296780.50,178,Herramientas,Descripción del producto 29678,https://cdn.example.com/img/29678.jpg
SKU-29679,Producto 29679,-296790.50,179,Mascotas,Descripción del producto 29679,https://cdn.example.com/img/29679.jpg
,Producto 29680,296800.50,180,Electrónica,Descripción del producto 29680,https://cdn.example.com/img/29680.jpg
SKU-29681,Producto 29681,296810.50,181,Hogar,Descripción del producto 29681,https://cdn.example.com/img/29681.jpg
SKU-29682,Producto 29682,296820.50,182.75,Ropa,Descripción del producto 29682,https://cdn.example.com/img/29682.jpg
SKU-29683,Producto 29683,296830.50,183,Deportes,Descripción del producto 29683,https://cdn.example.com/img/29683.jpg
SKU-29684,Producto 29684,296840.50,184,Juguetes,Descripción del producto 29684,no-es-una-url
SKU-29685,Producto 29685,296850.50,185,Libros,Descripción del producto 29685,https://cdn.example.com/img/29685.jpg
SKU-29686,Producto 29686,296860.50,186,Alimentos,Descripción del producto 29686,https://cdn.example.com/img/29686.jpg
,Producto 29687,296870.50,187,Belleza,Descripción del producto 29687,https://cdn.example.com/img/29687.jpg
SKU-29688,Producto 29688,296880.50,188,Herramientas,Descripción del producto 29688,https://cdn.example.com/img/29688.jpg
SKU-29689,,296890.50,189,Mascotas,Descripción del producto 29689,https://cdn.example.com/img/29689.jpg
SKU-29690,Producto 29690,296900.50,190,Electrónica,Descripción del producto 29690,https://cdn.example.com/img/29690.jpg
SKU-29691,Producto 29691,296910.50,191,Hogar,Descripción del producto 29691,https://cdn.example.com/img/29691.jpg
SKU-29692,Producto 29692,-296920.50,192,Ropa,Descripción del producto 29692,https://cdn.example.com/img/29692.jpg
SKU-29693,Producto 29693,296930.50,193,,Descripción del producto 29693,https://cdn.example.com/img/29693.jpg
,Producto 29694,296940.50,194,Juguetes,Descripción del producto 29694,https://cdn.example.com/img/29694.jpg
SKU-29695,Producto 29695,296950.50,195,Libros,Descripción del producto 29695,https://cdn.example.com/img/29695.jpg
SKU-29668,Producto 29696,296960.50,196,Alimentos,Descripción del producto 29696,https://cdn.example.com/img/29696.jpg
SKU-29697,Producto 29697,296970.50,-197,Belleza,Descripción del producto 29697,https://cdn.example.com/img/29697.jpg
SKU-29698,Producto 29698,no-es-un-numero,198,Herramientas,Descripción del producto 29698,https://cdn.example.com/img/29698.jpg
SKU-29699,Producto 29699,296990.50,199.75,Mascotas,Descripción del producto 29699,https://cdn.example.com/img/29699.jpg
SKU-29700,,297000.50,200,Electrónica,Descripción del producto 29700,https://cdn.example.com/img/29700.jpg
,Producto 29701,297010.50,201,Hogar,Descripción del producto 29701,https://cdn.example.com/img/29701.jpg
SKU-29702,Producto 29702,297020.50,202,Ropa,Descripción del producto 29702,https://cdn.example.com/img/29702.jpg
SKU-29703,Producto 29703,297030.50,203,Deportes,Descripción del producto 29703,https://cdn.example.com/img/29703.jpg
sku-29704,Producto 29704,297040.50,204,Juguetes,Descripción del producto 29704,https://cdn.example.com/img/29704.jpg
SKU-29705,Producto 29705,-297050.50,205,Libros,Descripción del producto 29705,https://cdn.example.com/img/29705.jpg
SKU-29706,Producto 29706,297060.50,206,Alimentos,Descripción del producto 29706,https://cdn.example.com/img/29706.jpg
SKU-29707,Producto 29707,297070.50,207,Belleza,,https://cdn.example.com/img/29707.jpg
,Producto 29708,297080.50,208,Herramientas,Descripción del producto 29708,https://cdn.example.com/img/29708.jpg
SKU-29709,Producto 29709,297090.50,209,Mascotas,Descripción del producto 29709,https://cdn.example.com/img/29709.jpg
SKU-29710,Producto 29710,297100.50,210,Electrónica,Descripción del producto 29710,https://cdn.example.com/img/29710.jpg
SKU-29711,,297110.50,211,Hogar,Descripción del producto 29711,https://cdn.example.com/img/29711.jpg
SKU-29712,Producto 29712,297120.50,212,Ropa,Descripción del producto 29712,https://cdn.example.com/img/29712.jpg
SKU-29713,  Producto   29713   con   espacios  ,297130.50,213,Deportes,Descripción del producto 29713,https://cdn.example.com/img/29713.jpg
SKU-29714,Producto 29714,297140.50,214,Juguetes,Descripción del producto 29714,https://cdn.example.com/img/29714.jpg
,Producto 29715,297150.50,215,Libros,Descripción del producto 29715,https://cdn.example.com/img/29715.jpg
SKU-29716,Producto 29716,297160.50,216.75,Alimentos,Descripción del producto 29716,https://cdn.example.com/img/29716.jpg
SKU-29717,Producto 29717,297170.50,217,Belleza,Descripción del producto 29717,https://cdn.example.com/img/29717.jpg
SKU-29718,Producto 29718,-297180.50,218,Herramientas,Descripción del producto 29718,https://cdn.example.com/img/29718.jpg
SKU-29719,Producto 29719,297190.50,219,Mascotas,Descripción del producto 29719,https://cdn.example.com/img/29719.jpg
SKU-29720,Producto 29720,297200.50,220,Electrónica,Descripción del producto 29720,https://cdn.example.com/img/29720.jpg
SKU-29721,Producto 29721,297210.50,221,Hogar,Descripción del producto 29721,https://cdn.example.com/img/29721.jpg
,Producto 29722,297220.50,222,Ropa,Descripción del producto 29722,https://cdn.example.com/img/29722.jpg
SKU-29723,Producto 29723,297230.50,223,Deportes,Descripción del producto 29723,https://cdn.example.com/img/29723.jpg
SKU-29724,Producto 29724,297240.50,224,Juguetes,Descripción del producto 29724,https://cdn.example.com/img/29724.jpg
SKU-29697,Producto 29725,297250.50,225,Libros,Descripción del producto 29725,https://cdn.example.com/img/29725.jpg
SKU-29726,Producto 29726,297260.50,226,Alimentos,Descripción del producto 29726,https://cdn.example.com/img/29726.jpg
SKU-29727,Producto 29727,297270.50,227,Belleza,Descripción del producto 29727,https://cdn.example.com/img/29727.jpg
SKU-29728,Producto 29728,297280.50,228,Herramientas,Descripción del producto 29728,https://cdn.example.com/img/29728.jpg
,Producto 29729,297290.50,229,Mascotas,Descripción del producto 29729,https://cdn.example.com/img/29729.jpg
SKU-29730,Producto 29730,297300.50,230,Electrónica,Descripción del producto 29730,https://cdn.example.com/img/29730.jpg
SKU-29731,Producto 29731,-297310.50,231,Hogar,Descripción del producto 29731,https://cdn.example.com/img/29731.jpg
SKU-29732,Producto 29732,297320.50,232,Ropa,Descripción del producto 29732,https://cdn.example.com/img/29732.jpg
SKU-29733,,297330.50,233,Deportes,Descripción del producto 29733,https://cdn.example.com/img/29733.jpg
SKU-29734,Producto 29734,297340.50,234,Juguetes,Descripción del producto 29734,https://cdn.example.com/img/29734.jpg
SKU-29735,Producto 29735,297350.50,-235,Libros,Descripción del producto 29735,https://cdn.example.com/img/29735.jpg
,Producto 29736,297360.50,236,Alimentos,Descripción del producto 29736,https://cdn.example.com/img/29736.jpg
SKU-29737,Producto 29737,297370.50,237,Belleza,Descripción del producto 29737,https://cdn.example.com/img/29737.jpg
SKU-29738,Producto 29738,297380.50,238,Herramientas,Descripción del producto 29738,https://cdn.example.com/img/29738.jpg
SKU-29739,Producto 29739,297390.50,239,,Descripción del producto 29739,https://cdn.example.com/img/29739.jpg
SKU-29740,Producto 29740,297400.50,240,Electrónica,Descripción del producto 29740,https://cdn.example.com/img/29740.jpg
SKU-29741,Producto 29741,297410.50,241,Hogar,Descripción del producto 29741,https://cdn.example.com/img/29741.jpg
SKU-29742,Producto 29742,297420.50,242,Ropa,Descripción del producto 29742,https://cdn.example.com/img/29742.jpg
,Producto 29743,297430.50,243,Deportes,Descripción del producto 29743,https://cdn.example.com/img/29743.jpg
SKU-29744,,297440.50,244,Juguetes,Descripción del producto 29744,https://cdn.example.com/img/29744.jpg
SKU-29745,Producto 29745,297450.50,245,Libros,Descripción del producto 29745,https://cdn.example.com/img/29745.jpg
SKU-29746,Producto 29746,297460.50,246,Alimentos,Descripción del producto 29746,https://cdn.example.com/img/29746.jpg
SKU-29747,Producto 29747,297470.50,247,Belleza,Descripción del producto 29747,https://cdn.example.com/img/29747.jpg
SKU-29748,Producto 29748,297480.50,abc,Herramientas,Descripción del producto 29748,https://cdn.example.com/img/29748.jpg
SKU-29749,Producto 29749,297490.50,249,Mascotas,Descripción del producto 29749,https://cdn.example.com/img/29749.jpg
,Producto 29750,297500.50,250,Electrónica,Descripción del producto 29750,https://cdn.example.com/img/29750.jpg
sku-29751,Producto 29751,297510.50,251,Hogar,Descripción del producto 29751,https://cdn.example.com/img/29751.jpg
SKU-29752,Producto 29752,297520.50,252,Ropa,Descripción del producto 29752,https://cdn.example.com/img/29752.jpg
SKU-29753,Producto 29753,297530.50,253,Deportes,Descripción del producto 29753,https://cdn.example.com/img/29753.jpg
SKU-29754,Producto 29754,297540.50,-254,Juguetes,Descripción del producto 29754,https://cdn.example.com/img/29754.jpg
SKU-29755,,297550.50,255,Libros,Descripción del producto 29755,https://cdn.example.com/img/29755.jpg
SKU-29756,  Producto   29756   con   espacios  ,297560.50,256,Alimentos,Descripción del producto 29756,https://cdn.example.com/img/29756.jpg
,Producto 29757,297570.50,257,Belleza,Descripción del producto 29757,https://cdn.example.com/img/29757.jpg
SKU-29758,Producto 29758,297580.50,258,Herramientas,Descripción del producto 29758,https://cdn.example.com/img/29758.jpg
SKU-29759,Producto 29759,297590.50,259,Mascotas,Descripción del producto 29759,https://cdn.example.com/img/29759.jpg
SKU-29760,Producto 29760,no-es-un-numero,260,Electrónica,Descripción del producto 29760,https://cdn.example.com/img/29760.jpg
SKU-29761,Producto 29761,297610.50,261,Hogar,Descripción del producto 29761,https://cdn.example.com/img/29761.jpg
SKU-29762,Producto 29762,297620.50,262,,Descripción del producto 29762,https://cdn.example.com/img/29762.jpg
SKU-29763,Producto 29763,297630.50,263,Deportes,Descripción del producto 29763,https://cdn.example.com/img/29763.jpg
,Producto 29764,297640.50,264,Juguetes,Descripción del producto 29764,https://cdn.example.com/img/29764.jpg
SKU-29765,Producto 29765,297650.50,265,Libros,Descripción del producto 29765,https://cdn.example.com/img/29765.jpg
SKU-29766,,297660.50,266,Alimentos,Descripción del producto 29766,https://cdn.example.com/img/29766.jpg
SKU-29767,Producto 29767,297670.50,267.75,Belleza,Descripción del producto 29767,https://cdn.example.com/img/29767.jpg
SKU-29768,Producto 29768,297680.50,268,Herramientas,,https://cdn.example.com/img/29768.jpg
SKU-29769,Producto 29769,297690.50,269,Mascotas,Descripción del producto 29769,https://cdn.example.com/img/29769.jpg
SKU-29770,Producto 29770,-297700.50,270,Electrónica,Descripción del producto 29770,https://cdn.example.com/img/29770.jpg
,Producto 29771,297710.50,271,Hogar,Descripción del producto 29771,https://cdn.example.com/img/29771.jpg
SKU-29772,Producto 29772,297720.50,272,Ropa,Descripción del producto 29772,https://cdn.example.com/img/29772.jpg
SKU-29773,Producto 29773,297730.50,-273,Deportes,Descripción del producto 29773,https://cdn.example.com/img/29773.jpg
SKU-29774,Producto 29774,297740.50,274,Juguetes,Descripción del producto 29774,https://cdn.example.com/img/29774.jpg
SKU-29775,Producto 29775,297750.50,275,Libros,Descripción del producto 29775,https://cdn.example.com/img/29775.jpg
SKU-29776,Producto 29776,297760.50,276,Alimentos,Descripción del producto 29776,https://cdn.example.com/img/29776.jpg
SKU-29777,,297770.50,277,Belleza,Descripción del producto 29777,https://cdn.example.com/img/29777.jpg
,Producto 29778,297780.50,278,Herramientas,Descripción del producto 29778,https://cdn.example.com/img/29778.jpg
SKU-29779,Producto 29779,297790.50,279,Mascotas,Descripción del producto 29779,https://cdn.example.com/img/29779.jpg
SKU-29780,Producto 29780,297800.50,280,Electrónica,Descripción del producto 29780,https://cdn.example.com/img/29780.jpg
SKU-29781,Producto 29781,297810.50,281,Hogar,Descripción del producto 29781,https://cdn.example.com/img/29781.jpg
SKU-29782,Producto 29782,297820.50,282,Ropa,Descripción del producto 29782,https://cdn.example.com/img/29782.jpg
SKU-29783,Producto 29783,-297830.50,283,Deportes,Descripción del producto 29783,https://cdn.example.com/img/29783.jpg
SKU-29784,Producto 29784,297840.50,284.75,Juguetes,Descripción del producto 29784,https://cdn.example.com/img/29784.jpg
,Producto 29785,297850.50,285,Libros,Descripción del producto 29785,https://cdn.example.com/img/29785.jpg
SKU-29786,Producto 29786,297860.50,286,ALIMENTOS,Descripción del producto 29786,https://cdn.example.com/img/29786.jpg
SKU-29787,Producto 29787,297870.50,287,Belleza,Descripción del producto 29787,https://cdn.example.com/img/29787.jpg
SKU-29788,,297880.50,288,Herramientas,Descripción del producto 29788,https://cdn.example.com/img/29788.jpg
SKU-29789,Producto 29789,297890.50,289,Mascotas,Descripción del producto 29789,https://cdn.example.com/img/29789.jpg
SKU-29790,Producto 29790,297900.50,290,Electrónica,Descripción del producto 29790,https://cdn.example.com/img/29790.jpg
SKU-29791,Producto 29791,no-es-un-numero,291,Hogar,Descripción del producto 29791,https://cdn.example.com/img/29791.jpg
,Producto 29792,297920.50,292,Ropa,Descripción del producto 29792,https://cdn.example.com/img/29792.jpg
SKU-29793,Producto 29793,297930.50,293,Deportes,Descripción del producto 29793,https://cdn.example.com/img/29793.jpg
SKU-29794,Producto 29794,297940.50,294,Juguetes,Descripción del producto 29794,https://cdn.example.com/img/29794.jpg
SKU-29795,Producto 29795,297950.123456,295,Libros,Descripción del producto 29795,https://cdn.example.com/img/29795.jpg
SKU-29796,Producto 29796,-297960.50,296,Alimentos,Descripción del producto 29796,https://cdn.example.com/img/29796.jpg
SKU-29797,Producto 29797,297970.50,297,Belleza,Descripción del producto 29797,https://cdn.example.com/img/29797.jpg
sku-29798,Producto 29798,297980.50,298,Herramientas,Descripción del producto 29798,https://cdn.example.com/img/29798.jpg
,Producto 29799,297990.50,299,Mascotas,Descripción del producto 29799,https://cdn.example.com/img/29799.jpg
SKU-29800,Producto 29800,298000.50,300,Electrónica,Descripción del producto 29800,https://cdn.example.com/img/29800.jpg
SKU-29801,Producto 29801,298010.50,301.75,Hogar,Descripción del producto 29801,https://cdn.example.com/img/29801.jpg
SKU-29802,Producto 29802,298020.50,302,Ropa,Descripción del producto 29802,https://cdn.example.com/img/29802.jpg
SKU-29803,Producto 29803,298030.50,303,Deportes,Descripción del producto 29803,https://cdn.example.com/img/29803.jpg
SKU-29804,Producto 29804,298040.50,304,Juguetes,Descripción del producto 29804,https://cdn.example.com/img/29804.jpg
SKU-29805,Producto 29805,298050.50,305,Libros,Descripción del producto 29805,https://cdn.example.com/img/29805.jpg
,Producto 29806,298060.50,306,Alimentos,Descripción del producto 29806,https://cdn.example.com/img/29806.jpg
SKU-29807,Producto 29807,298070.50,307,Belleza,Descripción del producto 29807,no-es-una-url
SKU-29808,Producto 29808,298080.50,308,,Descripción del producto 29808,https://cdn.example.com/img/29808.jpg
SKU-29809,Producto 29809,-298090.50,309,Mascotas,Descripción del producto 29809,https://cdn.example.com/img/29809.jpg
SKU-29810,,298100.50,310,Electrónica,Descripción del producto 29810,https://cdn.example.com/img/29810.jpg
SKU-29811,Producto 29811,298110.50,-311,Hogar,Descripción del producto 29811,https://cdn.example.com/img/29811.jpg
SKU-29784,Producto 29812,298120.50,312,Ropa,Descripción del producto 29812,https://cdn.example.com/img/29812.jpg
,Producto 29813,298130.50,313,Deportes,Descripción del producto 29813,https://cdn.example.com/img/29813.jpg
SKU-29814,Producto 29814,298140.50,314,Juguetes,Descripción del producto 29814,https://cdn.example.com/img/29814.jpg
SKU-29815,Producto 29815,298150.50,315,Libros,Descripción del producto 29815,https://cdn.example.com/img/29815.jpg
SKU-29816,Producto 29816,298160.50,316,Alimentos,Descripción del producto 29816,https://cdn.example.com/img/29816.jpg
SKU-29817,Producto 29817,298170.50,317,Belleza,Descripción del producto 29817,https://cdn.example.com/img/29817.jpg
SKU-29818,Producto 29818,298180.50,318.75,Herramientas,Descripción del producto 29818,https://cdn.example.com/img/29818.jpg
SKU-29819,Producto 29819,298190.50,319,Mascotas,Descripción del producto 29819,https://cdn.example.com/img/29819.jpg
,Producto 29820,298200.50,320,Electrónica,Descripción del producto 29820,https://cdn.example.com/img/29820.jpg
SKU-29821,,298210.50,321,Hogar,Descripción del producto 29821,https://cdn.example.com/img/29821.jpg
SKU-29822,Producto 29822,-298220.50,322,Ropa,Descripción del producto 29822,https://cdn.example.com/img/29822.jpg
SKU-29823,Producto 29823,298230.50,323,Deportes,Descripción del producto 29823,https://cdn.example.com/img/29823.jpg
SKU-29824,Producto 29824,298240.50,324,Juguetes,Descripción del producto 29824,https://cdn.example.com/img/29824.jpg
SKU-29825,Producto 29825,298250.50,325,Libros,Descripción del producto 29825,https://cdn.example.com/img/29825.jpg
SKU-29826,Producto 29826,298260.50,326,Alimentos,Descripción del producto 29826,https://cdn.example.com/img/29826.jpg
,Producto 29827,298270.50,327,Belleza,Descripción del producto 29827,https://cdn.example.com/img/29827.jpg
SKU-29828,Producto 29828,298280.50,328,Herramientas,Descripción del producto 29828,https://cdn.example.com/img/29828.jpg
SKU-29829,Producto 29829,298290.50,329,Mascotas,,https://cdn.example.com/img/29829.jpg
SKU-29830,Producto 29830,298300.50,-330,Electrónica,Descripción del producto 29830,https://cdn.example.com/img/29830.jpg
SKU-29831,Producto 29831,298310.50,331,,Descripción del producto 29831,https://cdn.example.com/img/29831.jpg
SKU-29832,,298320.50,332,Ropa,Descripción del producto 29832,https://cdn.example.com/img/29832.jpg
SKU-29833,Producto 29833,298330.50,333,Deportes,Descripción del producto 29833,https://cdn.example.com/img/29833.jpg
,Producto 29834,298340.50,334,Juguetes,Descripción del producto 29834,https://cdn.example.com/img/29834.jpg
SKU-29835,Producto 29835,-298350.50,335,Libros,Descripción del producto 29835,https://cdn.example.com/img/29835.jpg
SKU-29836,Producto 29836,298360.50,336,Alimentos,Descripción del producto 29836,https://cdn.example.com/img/29836.jpg
SKU-29837,Producto 29837,298370.50,337,Belleza,Descripción del producto 29837,https://cdn.example.com/img/29837.jpg
SKU-29838,Producto 29838,298380.50,338,Herramientas,Descripción del producto 29838,https://cdn.example.com/img/29838.jpg
SKU-29839,Producto 29839,298390.50,339,MASCOTAS,Descripción del producto 29839,https://cdn.example.com/img/29839.jpg
SKU-29840,Producto 29840,298400.50,340,Electrónica,Descripción del producto 29840,https://cdn.example.com/img/29840.jpg
,Producto 29841,298410.50,341,Hogar,Descripción del producto 29841,https://cdn.example.com/img/29841.jpg
SKU-29842,  Producto   29842   con   espacios  ,298420.50,342,Ropa,Descripción del producto 29842,https://cdn.example.com/img/29842.jpg
SKU-29843,,298430.50,343,Deportes,Descripción del producto 29843,https://cdn.example.com/img/29843.jpg
SKU-29844,Producto 29844,298440.50,344,Juguetes,Descripción del producto 29844,https://cdn.example.com/img/29844.jpg
sku-29845,Producto 29845,298450.50,345,Libros,Descripción del producto 29845,https://cdn.example.com/img/29845.jpg
SKU-29846,Producto 29846,298460.50,346,Alimentos,Descripción del producto 29846,https://cdn.example.com/img/29846.jpg
SKU-29847,Producto 29847,298470.50,347,Belleza,Descripción del producto 29847,https://cdn.example.com/img/29847.jpg
,Producto 29848,298480.50,348,Herramientas,Descripción del producto 29848,https://cdn.example.com/img/29848.jpg
SKU-29849,Producto 29849,298490.50,-349,Mascotas,Descripción del producto 29849,https://cdn.example.com/img/29849.jpg
SKU-29850,Producto 29850,298500.50,350,Electrónica,Descripción del producto 29850,https://cdn.example.com/img/29850.jpg
